Season,Player,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,MP,Age,,,,,,,,
1993-94,David Wood,5.1,11.2,4.2,9.1,0.9,2.1,2.7,3.5,4.5,5.8,10.3,2.2,1.7,0.8,1.5,8.7,13.9,0.459,0.462,0.449,0.502,0.756,0.546,1182,29,,,,,,,,
1994-95,David Wood,5.6,12,4.5,8.6,1.1,3.3,3.3,4.3,3,5.8,8.8,2.4,1,0.5,1.9,8,15.7,0.469,0.519,0.341,0.517,0.778,0.567,1336,30,,,,,,,,
1982-83,Al Wood,8.8,18.9,8.4,17.7,0.4,1.3,3.2,4.1,2.5,3.6,6,3.4,1.4,0.9,2.8,4.8,21.1,0.464,0.475,0.3,0.474,0.77,0.509,1822,24,,,,,,,,
1983-84,Al Wood,10.1,20.3,10,19.9,0.1,0.5,4.8,5.8,2,3.9,5.9,3.6,1.4,0.7,2.7,4.5,25,0.494,0.502,0.143,0.496,0.823,0.545,2236,25,,,,,,,,
1984-85,Al Wood,9.8,20.2,9.7,19.5,0.1,0.6,3.2,4.1,1.9,3.4,5.3,4.5,1.6,1,2.3,3.6,22.9,0.485,0.494,0.212,0.489,0.776,0.521,2545,26,,,,,,,,
1985-86,Al Wood,10,23,9.9,22,0.1,1,5.3,6.7,2.3,4.6,6.9,3.2,1.6,0.5,3,4.8,25.4,0.435,0.449,0.135,0.438,0.782,0.489,1749,27,,,,,,,,
2013-14,Nate Wolters,6.8,15.5,6.1,13.1,0.7,2.5,2.4,3.6,1.3,4.6,6,7.5,1.4,0.6,2.3,2.7,16.7,0.437,0.465,0.29,0.46,0.656,0.486,1309,22,,,,,,,,
1989-90,Joe Wolf,5.7,14.3,5.5,13.4,0.2,0.9,2,2.6,2.3,6.2,8.5,2.3,1.1,0.9,2.8,4.7,13.5,0.395,0.409,0.2,0.402,0.775,0.437,1325,25,,,,,,,,
1990-91,Joe Wolf,6.2,13.8,6.1,13.4,0.1,0.4,1.8,2.2,3.6,7,10.6,2.8,1.6,0.8,2.5,6.5,14.3,0.451,0.46,0.133,0.453,0.831,0.485,1593,26,,,,,,,,
1983-84,Randy Wittman,7.5,15,7.4,14.7,0.1,0.2,1.3,2.2,0.7,2.7,3.3,3.3,0.8,0,1.5,3.9,16.5,0.503,0.505,0.4,0.506,0.609,0.517,1071,24,,,,,,,,
1985-86,Randy Wittman,8.1,15.3,8,15,0.1,0.3,1.8,2.3,0.9,2.1,3,5.3,1.4,0.2,2,2.1,18.1,0.53,0.534,0.313,0.533,0.77,0.555,2760,26,,,,,,,,
1986-87,Randy Wittman,9.6,19,9.5,18.8,0.1,0.3,2.4,3.1,0.7,2.3,3,5.1,0.9,0.4,2.1,2.6,21.6,0.503,0.505,0.333,0.505,0.787,0.531,2049,27,,,,,,,,
1987-88,Randy Wittman,7.8,16.3,7.8,16.3,0,0,1.5,1.8,0.8,2.7,3.5,6.2,1,0.4,1.7,2.4,17,0.478,0.478,,0.478,0.798,0.498,2412,28,,,,,,,,
2013-14,Jeff Withey,5.3,9.8,5.3,9.7,0,0.1,4,5.6,3.7,7.7,11.4,2,1.1,3.8,1.5,5.6,14.5,0.535,0.539,0,0.535,0.712,0.59,684,23,,,,,,,,
1979-80,Brian Winters,9.6,19.9,8.9,18.1,0.7,1.8,3.3,3.8,0.9,3.1,4,6.5,1.8,0.5,3.3,3.7,23.1,0.479,0.49,0.373,0.496,0.86,0.534,2623,27,,,,,,,,
2015-16,Justise Winslow,4.5,10.6,3.7,8,0.7,2.7,1.8,2.7,1.9,7.4,9.3,2.7,1.6,0.6,2.2,4.2,11.5,0.422,0.471,0.276,0.457,0.684,0.489,2232,19,,,,,,,,
1986-87,David Wingate,7.9,18.4,7.5,16.8,0.4,1.6,4.6,6.2,2.1,2.6,4.8,4.7,2.8,0.6,3.9,5.2,20.8,0.43,0.447,0.25,0.441,0.741,0.492,1612,23,,,,,,,,
1989-90,David Wingate,5.8,12.9,5.8,12.6,0,0.3,2.3,2.9,1.6,3.5,5.1,5.5,2.3,0.5,3.3,4,13.8,0.448,0.46,0,0.448,0.777,0.488,1856,26,,,,,,,,
1991-92,David Wingate,6.1,13.2,6.1,12.8,0,0.4,2.4,3.4,1.8,4.4,6.2,5.7,2.8,0.5,2.9,3.7,14.7,0.465,0.478,0.056,0.466,0.719,0.501,2127,28,,,,,,,,
1992-93,David Wingate,5.9,10.9,5.8,10.7,0,0.2,2.6,3.5,1.6,4.1,5.7,6,2.1,0.3,2.9,4.4,14.3,0.536,0.542,0.167,0.537,0.738,0.574,1471,29,,,,,,,,
1984-85,Othell Wilson,4.9,10.7,4.8,10.1,0.1,0.6,2,2.8,1.3,3.5,4.8,8,2.8,0.4,3.5,4.5,12,0.46,0.476,0.188,0.466,0.711,0.501,1260,23,,,,,,,,
1979-80,Bill Willoughby,6.9,14.3,6.8,14.1,0,0.3,3,4,3.8,6.5,10.3,2.3,1,1.9,2.1,5.9,16.8,0.479,0.487,0.111,0.48,0.756,0.522,1447,22,,,,,,,,
1984-85,Kevin Willis,8.7,18.6,8.6,18.3,0.1,0.2,3.2,4.9,4.8,9.3,14.1,1,0.8,1.3,2.8,6.1,20.6,0.467,0.47,0.222,0.468,0.657,0.497,1785,22,,,,,,,,
1985-86,Kevin Willis,8.7,16.9,8.7,16.8,0,0.1,3.6,5.5,5.1,9.6,14.7,0.9,1.4,0.9,3.7,6.1,21.1,0.517,0.52,0,0.517,0.654,0.545,2300,23,,,,,,,,
1986-87,Kevin Willis,10.1,18.8,10.1,18.7,0,0.1,4.3,6,6,9.9,15.9,1.2,1.2,1.1,3.2,5.9,24.5,0.536,0.538,0.25,0.537,0.709,0.57,2626,24,,,,,,,,
1987-88,Kevin Willis,8.5,16.4,8.5,16.3,0,0,3.8,5.8,5.6,7.4,13,0.7,1.6,1,3.3,5.7,20.7,0.518,0.52,0,0.518,0.649,0.548,2091,25,,,,,,,,
1989-90,Kevin Willis,9.2,17.7,9.2,17.6,0,0.2,3.7,5.4,5.6,8.6,14.2,1.3,1.4,1,3.2,5.7,22.2,0.519,0.521,0.286,0.52,0.683,0.551,2273,27,,,,,,,,
1990-91,Kevin Willis,9.1,18.1,9,17.9,0.1,0.2,3.3,4.9,5.3,9.1,14.4,2,1.2,0.8,3.1,4.8,21.6,0.504,0.505,0.4,0.506,0.668,0.533,2373,28,,,,,,,,
1991-92,Kevin Willis,9.8,20.3,9.7,19.7,0.1,0.6,4.8,6,6.9,13.9,20.8,2.9,1.2,0.9,3.3,3.7,24.5,0.483,0.493,0.162,0.485,0.804,0.535,2962,29,,,,,,,,
1992-93,Kevin Willis,10.5,20.8,10.4,20.3,0.1,0.5,3.4,5.1,5.7,11.8,17.6,2.8,1.2,0.7,3.6,4.5,24.5,0.506,0.512,0.241,0.509,0.653,0.531,2878,30,,,,,,,,
1993-94,Kevin Willis,11.1,22.3,11,21.9,0.2,0.4,4.8,6.7,6,11.2,17.1,2.7,1.4,0.7,3.3,4.4,27.2,0.499,0.501,0.375,0.502,0.713,0.538,2867,31,,,,,,,,
1994-95,Kevin Willis,10.2,22,10.2,21.6,0.1,0.3,4.4,6.4,4.9,10.9,15.8,1.9,1.3,0.8,3.5,4.7,25,0.466,0.47,0.2,0.467,0.69,0.504,2390,32,,,,,,,,
1995-96,Kevin Willis,7.9,17.4,7.9,17.2,0,0.2,3.5,4.9,5.1,10.5,15.6,1.3,0.8,1,3.9,6.2,19.4,0.456,0.461,0.111,0.457,0.708,0.496,2135,33,,,,,,,,
1996-97,Kevin Willis,9.3,19.4,9.3,19,0.1,0.4,3.7,5.4,3.9,11.1,15,1.9,1.1,0.9,3.2,5.8,22.5,0.481,0.487,0.143,0.482,0.693,0.515,1964,34,,,,,,,,
1997-98,Kevin Willis,11.1,21.7,11.1,21.6,0,0.1,5,6.4,4.8,9.3,14.2,1.6,1.1,0.8,3.5,4.9,27.2,0.51,0.513,0.143,0.511,0.793,0.555,2528,35,,,,,,,,
1999-00,Kevin Willis,7.3,17.6,7.3,17.5,0,0.1,4.1,5.1,6.2,8.7,14.9,1.5,1.1,1.5,3,7.9,18.7,0.415,0.415,0.333,0.416,0.799,0.471,1679,37,,,,,,,,
2000-01,Kevin Willis,8.7,19.7,8.6,19.5,0,0.2,3.2,4.2,5.1,10.1,15.2,1.4,1.6,1.5,2.5,6.2,20.6,0.441,0.443,0.167,0.441,0.769,0.478,1830,38,,,,,,,,
2002-03,Kevin Willis,7.8,16.3,7.8,16.2,0,0.1,3.2,5.3,5.3,9.1,14.3,1.5,1.3,1.3,3.8,7.6,18.9,0.479,0.482,0,0.479,0.614,0.506,840,40,,,,,,,,
1996-97,Corliss Williamson,9.8,19.7,9.8,19.6,0,0.1,4.6,6.6,3.7,4.9,8.6,3.3,1.6,1.3,4.2,7,24.2,0.498,0.5,0,0.498,0.689,0.535,1992,23,,,,,,,,
1997-98,Corliss Williamson,10.4,21,10.4,20.8,0,0.2,5.2,8.2,3,5.2,8.2,4.3,1.4,0.9,3.7,4.7,25.9,0.495,0.499,0,0.495,0.63,0.527,2819,24,,,,,,,,
1998-99,Corliss Williamson,9.8,20.2,9.8,20,0,0.2,4.4,6.8,3.1,4.4,7.5,2.4,1.1,0.3,2.7,4.3,24,0.485,0.487,0.2,0.486,0.638,0.517,1374,25,,,,,,,,
1999-00,Corliss Williamson,8.8,17.6,8.8,17.6,0,0,4.6,6,3.5,4.8,8.2,2.3,1.1,0.5,3.1,5.4,22.2,0.5,0.5,,0.5,0.769,0.549,1707,26,,,,,,,,
2001-02,Corliss Williamson,12.9,25.3,12.9,25.1,0,0.2,7.5,9.3,3.7,6.3,10,2.9,1.5,0.8,4.3,7.1,33.3,0.51,0.512,0.2,0.511,0.805,0.567,1701,28,,,,,,,,
2002-03,Corliss Williamson,10,22.2,10,21.9,0.1,0.3,6.4,8.1,3.9,5.7,9.6,2.8,1.2,0.7,3.4,6.4,26.5,0.453,0.456,0.182,0.454,0.79,0.515,2061,29,,,,,,,,
2003-04,Corliss Williamson,10.6,20.9,10.6,20.9,0,0,5,6.8,3.1,5.8,8.9,2,1,0.7,3.9,7.1,26.1,0.505,0.505,,0.505,0.731,0.546,1574,30,,,,,,,,
2004-05,Corliss Williamson,9.1,19.5,9.1,19.4,0,0.1,6.5,8.1,3.5,5.2,8.6,2.6,1.3,0.5,2.9,7.3,24.7,0.467,0.469,0,0.467,0.799,0.536,1527,31,,,,,,,,
1994-95,Walt Williams,8.4,18.9,6.5,13.3,2,5.6,5,6.9,1.9,4.6,6.5,6,2.3,1.2,4.6,5,23.9,0.446,0.487,0.348,0.497,0.731,0.544,2739,24,,,,,,,,
1995-96,Walt Williams,8.6,19.3,5.9,12.3,2.7,7,3.9,5.5,2.4,5.3,7.6,5.5,2,1.4,3.6,5.7,23.8,0.444,0.476,0.389,0.515,0.703,0.547,2169,25,,,,,,,,
1996-97,Walt Williams,8.4,19.7,4.9,10.9,3.5,8.7,3.7,4.9,2.1,5.3,7.3,3.9,1.9,1.2,3.5,5.6,24,0.427,0.448,0.4,0.516,0.765,0.551,2647,26,,,,,,,,
1998-99,Walt Williams,7.6,17.9,4.3,10.5,3.2,7.4,4.6,5.5,1.9,5.5,7.4,4.1,1.9,1.4,3.2,5.2,23,0.424,0.414,0.438,0.514,0.832,0.566,1044,28,,,,,,,,
1999-00,Walt Williams,8.6,18.7,5.8,11.5,2.8,7.2,2.8,3.4,1.9,6.5,8.4,4.3,1.3,1.2,3.1,5.2,22.7,0.458,0.5,0.391,0.533,0.821,0.562,1859,29,,,,,,,,
2000-01,Walt Williams,6.8,17.2,3.5,8.9,3.3,8.3,3.3,4.2,1,7.2,8.2,3.3,1,0.9,2.4,5.1,20.1,0.394,0.392,0.395,0.489,0.77,0.527,1583,30,,,,,,,,
2009-10,Terrence Williams,7.8,19.4,6.9,16.4,0.9,3,3.1,4.3,1.4,9,10.4,6.6,1.3,0.3,3.7,3.8,19.5,0.401,0.417,0.31,0.425,0.715,0.459,1764,22,,,,,,,,
2006-07,Shelden Williams,5.8,12.9,5.8,12.7,0.1,0.1,3.9,5.1,4.6,10.7,15.3,1.6,1.8,1.4,3.4,7,15.6,0.455,0.454,0.5,0.458,0.764,0.518,1514,23,,,,,,,,
2011-12,Shelden Williams,4,8.4,4,8.4,0,0,3.2,4.3,5.9,8.7,14.6,1.5,2,1.6,2.8,6.2,11.2,0.478,0.478,,0.478,0.731,0.543,1276,28,,,,,,,,
2014-15,Shawne Williams,5.9,14.5,2.8,5.9,3.1,8.6,1.7,1.9,1.7,6.3,8,2.1,1.2,1,1.5,6.5,16.5,0.403,0.467,0.36,0.51,0.875,0.537,1087,28,,,,,,,,
2002-03,Shammond Williams,6.4,16.2,3.8,8.9,2.6,7.3,2.2,2.9,0.7,4.1,4.8,7.5,2.2,0.2,3.2,3.9,17.6,0.394,0.425,0.356,0.474,0.765,0.503,1881,27,,,,,,,,
2007-08,Sean Williams,6.7,12.5,6.7,12.5,0,0,3.3,5.5,4.7,8.5,13.2,1.1,1.1,4.4,2.9,7.9,16.8,0.538,0.538,,0.538,0.609,0.563,1278,21,,,,,,,,
1992-93,Scott Williams,6.3,13.5,6.3,13.2,0,0.3,3.4,4.8,6.4,10.7,17.1,2.6,2.1,2.5,2.8,8.7,16,0.466,0.476,0,0.466,0.714,0.513,1369,24,,,,,,,,
1994-95,Scott Williams,6.1,12.9,6.1,12.6,0,0.2,2.3,3.2,5.1,9.2,14.4,1.7,2.1,1.2,2.5,7,14.5,0.475,0.482,0,0.475,0.738,0.51,1781,26,,,,,,,,
1982-83,Sam Williams,7.6,14.4,7.6,14.4,0,0,3.7,5.1,4.6,7.2,11.8,1.4,2.1,2.7,3,7.3,18.9,0.526,0.527,0,0.526,0.719,0.566,1533,23,,,,,,,,
1983-84,Sam Williams,6.8,14.5,6.8,14.4,0,0,3.1,4.7,4.1,7.3,11.4,2.1,2.3,3.6,3.3,7,16.8,0.473,0.474,0,0.473,0.657,0.508,1434,24,,,,,,,,
1982-83,Rob Williams,5.7,13.9,5.6,13.4,0.1,0.4,3.9,5.2,1.1,2.9,4,10.7,2.6,0.4,5.5,6.6,15.3,0.408,0.417,0.133,0.41,0.753,0.473,1443,21,,,,,,,,
1983-84,Rob Williams,7,15.2,6.6,14.1,0.3,1.1,3.9,4.7,1.2,3.2,4.4,10.5,1.9,0.1,3.8,6.1,18.2,0.461,0.471,0.319,0.472,0.818,0.527,1924,22,,,,,,,,
1990-91,Reggie Williams,8.8,19.5,7.5,15.9,1.3,3.6,3.8,4.5,3,4,7,3,2.6,0.9,2.6,5.8,22.6,0.449,0.468,0.363,0.482,0.843,0.526,1896,26,,,,,,,,
1991-92,Reggie Williams,11.2,23.7,10.1,20.8,1,2.9,4,5,2.7,4.8,7.5,4.4,2.7,1.3,3.2,5,27.4,0.471,0.486,0.359,0.493,0.803,0.528,2623,27,,,,,,,,
1992-93,Reggie Williams,9.5,20.6,8.9,18.5,0.6,2.2,4.2,5.2,2.3,5.2,7.6,5.2,2.2,1.3,3.4,5,23.7,0.458,0.48,0.27,0.473,0.804,0.517,2722,28,,,,,,,,
1993-94,Reggie Williams,7.9,19.1,6.7,14.7,1.2,4.3,3.1,4.2,1.8,5.5,7.4,5.6,2.2,1.2,3.1,5.4,20,0.412,0.452,0.278,0.444,0.733,0.478,2654,29,,,,,,,,
1994-95,Reggie Williams,9.3,20.2,7.2,13.8,2,6.4,3.2,4.2,2.2,5.6,7.9,5.5,2.7,1.6,3,6.3,23.7,0.459,0.522,0.32,0.509,0.759,0.538,2198,30,,,,,,,,
2010-11,Reggie Williams,8.3,17.8,5.2,10.3,3.2,7.5,3.1,4.2,1.4,5.3,6.7,3.8,0.9,0.1,1.8,3.9,23,0.469,0.502,0.423,0.558,0.746,0.585,1626,24,,,,,,,,
1979-80,Ray Williams,12,24.2,11.9,23.5,0.1,0.6,5.8,7.4,2.6,4.6,7.2,8.9,2.9,0.4,4.5,5.2,29.9,0.496,0.505,0.189,0.499,0.787,0.546,2582,25,,,,,,,,
1980-81,Ray Williams,10.7,23.1,10.4,22,0.3,1.2,5.4,6.6,2.1,3.4,5.6,7.5,3.2,0.6,4.1,4.7,27,0.461,0.474,0.235,0.467,0.817,0.519,2742,26,,,,,,,,
1981-82,Ray Williams,10.9,23.6,10.7,22.7,0.2,0.9,6.6,7.9,2,3.5,5.5,8.3,3.4,0.7,4.9,5.1,28.5,0.462,0.474,0.167,0.465,0.832,0.527,2732,27,,,,,,,,
1982-83,Ray Williams,8.7,22.2,8.4,20.6,0.3,1.5,5.3,6.9,1.9,4.9,6.8,11.8,2.5,0.5,7,5.1,23,0.392,0.406,0.203,0.399,0.769,0.457,2170,28,,,,,,,,
1983-84,Ray Williams,9.1,20.4,8.5,18.6,0.5,1.8,5.7,6.9,1.5,4.3,5.8,9.8,3.5,0.6,4.8,6,24.4,0.445,0.458,0.309,0.458,0.827,0.521,2230,29,,,,,,,,
1997-98,Monty Williams,6.8,15.2,6.8,15.1,0,0.1,5,7.5,2.8,4.6,7.4,3.7,1.4,1,3.4,5.5,18.7,0.448,0.448,0.5,0.45,0.67,0.505,1314,26,,,,,,,,
1999-00,Monty Williams,8.6,17.7,8.6,17.5,0.1,0.2,4,5.5,3.2,5.1,8.2,3.5,1.5,0.6,3.6,6.1,21.4,0.489,0.49,0.4,0.491,0.741,0.533,1501,28,,,,,,,,
2000-01,Monty Williams,6.9,15.5,6.9,14.9,0,0.6,3.6,5.7,3.7,6.7,10.3,3.4,1.2,0.7,3.6,5.8,17.4,0.445,0.459,0.077,0.446,0.639,0.485,1211,29,,,,,,,,
2004-05,Mo Williams,7.6,17.3,6.8,15,0.8,2.3,3.2,3.8,1.2,4.6,5.7,11.4,1.7,0.3,4.6,5.2,19.1,0.438,0.456,0.323,0.46,0.85,0.504,2254,22,,,,,,,,
2006-07,Mo Williams,9.8,22.1,8.2,17.3,1.7,4.8,3.3,3.9,1.1,5.8,6.9,8.7,1.8,0.1,4.3,4.2,24.7,0.446,0.474,0.346,0.484,0.855,0.519,2472,24,,,,,,,,
2007-08,Mo Williams,9.6,20,7.7,15,1.9,5,3.6,4.2,0.8,4.2,5,9.1,1.7,0.2,4,4.1,24.8,0.48,0.512,0.385,0.528,0.856,0.566,2410,25,,,,,,,,
2008-09,Mo Williams,10,21.5,6.5,13.5,3.5,8,4,4.4,0.9,4.4,5.3,6.3,1.3,0.2,3.4,4.1,27.5,0.467,0.486,0.436,0.548,0.912,0.588,2834,26,,,,,,,,
2009-10,Mo Williams,8.4,19,4.9,10.8,3.5,8.3,3.9,4.4,0.6,4,4.6,8.2,1.6,0.5,3.9,3.8,24.3,0.442,0.452,0.429,0.535,0.894,0.58,2359,27,,,,,,,,
2013-14,Mo Williams,7.7,18.5,5.4,12.3,2.3,6.2,2.2,2.5,1.2,3.1,4.2,8.9,1.5,0.3,4.1,5.4,19.9,0.417,0.441,0.369,0.478,0.876,0.507,1834,31,,,,,,,,
2014-15,Mo Williams,8.8,22.2,5.7,13.2,3.1,9,4.2,4.8,0.6,3.9,4.5,11,1.2,0.4,4.4,4.2,24.9,0.397,0.434,0.342,0.466,0.872,0.512,1980,32,,,,,,,,
1990-91,Micheal Williams,7.4,14.8,7.4,14.6,0,0.2,8.2,9.3,1.4,3.6,5,9.9,4.2,0.5,4.2,5.7,23,0.499,0.504,0.143,0.5,0.879,0.608,1706,24,,,,,,,,
1991-92,Micheal Williams,7.1,14.5,7,13.9,0.1,0.6,6.6,7.5,1.3,3.7,5,11.4,4.1,0.4,4.2,4.6,20.9,0.49,0.501,0.242,0.495,0.871,0.587,2750,25,,,,,,,,
1992-93,Micheal Williams,6.8,15.2,6.3,13.1,0.5,2.1,8.1,8.9,1.6,3.6,5.2,12.7,3.2,0.4,4.4,5.2,22.1,0.446,0.478,0.243,0.463,0.907,0.579,2661,26,,,,,,,,
1993-94,Micheal Williams,7.2,15.8,7,14.8,0.2,1,7.7,9.1,1.5,3.5,5.1,11.8,2.7,0.6,4.7,4.4,22.3,0.457,0.474,0.222,0.464,0.839,0.563,2206,27,,,,,,,,
2005-06,Marvin Williams,6.4,14.4,6,13,0.4,1.4,5.1,6.9,3.3,7.1,10.4,1.7,1.3,0.7,2.3,6.2,18.3,0.443,0.464,0.245,0.455,0.747,0.523,1952,19,,,,,,,,
2006-07,Marvin Williams,7.5,17.3,7.2,16.2,0.3,1.1,5.3,6.5,2.1,6.2,8.2,3,1.3,0.7,3.1,4.7,20.5,0.433,0.446,0.244,0.441,0.815,0.51,2179,20,,,,,,,,
2007-08,Marvin Williams,8.1,17.5,8.1,17.3,0,0.2,6.4,7.8,2.3,6.4,8.7,2.6,1.5,0.6,2.4,4.3,22.6,0.462,0.466,0.1,0.462,0.822,0.54,2765,21,,,,,,,,
2008-09,Marvin Williams,7.3,15.9,5.9,11.9,1.4,4,5.6,7,2.8,7,9.8,2.1,1.5,1,1.8,3.2,21.6,0.458,0.493,0.355,0.502,0.806,0.569,2093,22,,,,,,,,
2009-10,Marvin Williams,6.5,14.3,5.7,11.5,0.9,2.8,3.8,4.6,2.3,6.7,9,2,1.4,1,1.6,3.5,17.7,0.455,0.492,0.303,0.485,0.819,0.54,2468,23,,,,,,,,
2011-12,Marvin Williams,7.2,16.7,5.1,11.4,2.1,5.3,4.1,5.2,2.7,7.7,10.4,2.5,1.7,0.6,1.4,3,20.5,0.432,0.452,0.389,0.494,0.788,0.542,1500,25,,,,,,,,
2012-13,Marvin Williams,6.1,14.4,4.4,9.3,1.7,5.1,2.4,3,1.7,6.4,8,2.4,1.1,1.2,1.8,3,16.2,0.423,0.477,0.325,0.481,0.778,0.515,1727,26,,,,,,,,
2013-14,Marvin Williams,7.2,16.5,4.6,9.2,2.6,7.3,1.8,2.3,2.6,7.9,10.5,2.4,1.7,1,1.7,4.7,18.9,0.439,0.503,0.359,0.519,0.781,0.54,1674,27,,,,,,,,
2014-15,Marvin Williams,5.3,12.6,2.9,5.8,2.4,6.7,1.6,2.2,1.5,8.3,9.8,2.5,1.8,0.9,1.5,3.7,14.6,0.424,0.5,0.358,0.52,0.713,0.541,2035,28,,,,,,,,
2015-16,Marvin Williams,7.3,16,4,7.9,3.3,8.1,2.6,3.1,2.7,8.5,11.2,2.4,1.2,1.7,1.3,2.9,20.3,0.452,0.504,0.402,0.554,0.833,0.585,2338,29,,,,,,,,
2016-17,Marvin Williams,6.5,15.4,3.8,7.7,2.7,7.7,2.9,3.3,1.9,9,10.9,2.3,1.3,1.2,1.3,2.9,18.6,0.422,0.494,0.35,0.51,0.873,0.551,2295,30,,,,,,,,
2006-07,Marcus Williams,8.3,21,6.5,14.5,1.8,6.5,2.9,3.4,1.2,5.4,6.5,10.4,1.2,0.1,5.7,3.8,21.3,0.395,0.446,0.282,0.439,0.847,0.474,1315,21,,,,,,,,
2007-08,Lou Williams,9.1,21.4,7.5,17.1,1.6,4.4,6.5,8.3,1.2,3.6,4.8,7.2,2.3,0.4,3.6,3.7,26.2,0.424,0.441,0.359,0.461,0.783,0.523,1862,21,,,,,,,,
2008-09,Lou Williams,9.3,23.5,7.6,17.4,1.8,6.1,8.5,10.7,1,3.6,4.6,6.7,2.4,0.4,4.2,3.6,28.9,0.398,0.438,0.286,0.435,0.79,0.513,1919,22,,,,,,,,
2010-11,Lou Williams,9.7,23.8,7,16.2,2.6,7.6,8.8,10.7,1,3.5,4.5,7.6,1.4,0.5,3.1,3.8,30.8,0.406,0.434,0.348,0.462,0.823,0.54,1747,24,,,,,,,,
2011-12,Lou Williams,10.1,24.9,7.5,17.6,2.6,7.3,7.5,9.3,1,4,4.9,7,1.7,0.6,2.3,2.9,30.4,0.407,0.425,0.362,0.46,0.812,0.525,1682,25,,,,,,,,
2013-14,Lou Williams,6.9,17.3,4.1,9.2,2.8,8.1,5.3,6.3,0.4,4,4.4,7.4,1.6,0.1,3.2,2.3,21.9,0.4,0.45,0.342,0.48,0.849,0.547,1445,27,,,,,,,,
2014-15,Lou Williams,9.6,23.8,5.7,12.3,3.9,11.5,8.7,10.1,0.6,3.3,3.9,4.2,2.3,0.3,2.6,2.6,31.9,0.404,0.464,0.34,0.486,0.861,0.564,2016,28,,,,,,,,
2015-16,Lou Williams,7.5,18.2,4.6,9.8,2.9,8.4,9.3,11.2,0.8,3.6,4.5,4.4,1.6,0.5,2.8,2.8,27.1,0.408,0.464,0.344,0.488,0.83,0.584,1907,29,,,,,,,,
2016-17,Lou Williams,10.4,24.3,6.4,13.4,4,10.8,9.8,11.1,0.6,4.3,4.9,5.8,1.9,0.5,3.9,2.2,34.6,0.429,0.48,0.365,0.511,0.88,0.593,1994,30,,,,,,,,
1994-95,Lorenzo Williams,3.1,6.5,3.1,6.5,0,0,0.8,2.1,6.2,8.5,14.7,2.6,1.1,3.1,2.2,6.5,7,0.477,0.477,,0.477,0.376,0.471,2383,25,,,,,,,,
1987-88,Kevin Williams,8.8,19.9,8.7,19.6,0,0.3,4.6,5.4,2.7,2.9,5.6,4.2,2.7,0.3,3,9.1,22.2,0.442,0.447,0.143,0.443,0.844,0.498,1084,26,,,,,,,,
1990-91,Kenny Williams,8.5,16.4,8.5,16.1,0,0.3,3.1,4.6,5.1,6.9,12,2.8,1,2.8,3.8,7.4,20.2,0.52,0.528,0,0.52,0.68,0.547,527,21,,,,,,,,
1986-87,John Williams,7.6,16.9,7.4,15.9,0.2,1,3.9,6,3.5,6.4,9.9,5.2,3.5,0.8,3.3,4.7,19.4,0.454,0.468,0.222,0.46,0.646,0.497,1773,20,,,,,,,,
1987-88,John Williams,8.6,18.3,8.5,17.6,0.1,0.8,3.8,5.2,2.6,6.4,8.9,4.7,2.4,0.7,2.9,4.4,21.1,0.469,0.484,0.132,0.472,0.734,0.512,2428,21,,,,,,,,
1988-89,John Williams,8.6,18.5,8.3,17.1,0.4,1.4,4.4,5.7,3.1,8.2,11.3,7,2.8,1.4,3.1,4.2,22.1,0.466,0.482,0.268,0.476,0.776,0.525,2413,22,,,,,,,,
1992-93,John Williams,6.1,14.1,5.7,12.5,0.4,1.6,2.1,3.8,2.6,6.7,9.3,4.2,2.5,0.7,2.3,5.6,14.6,0.43,0.455,0.226,0.442,0.543,0.461,1638,26,,,,,,,,
1997-98,Jerome Williams,6.3,12,6.3,12,0,0,4.5,6.9,7.1,8.7,15.8,2,2.1,0.4,2.5,6,17.1,0.524,0.526,0,0.524,0.651,0.568,1305,24,,,,,,,,
1998-99,Jerome Williams,6,11.9,6,11.9,0,0,5.2,7.7,7.6,9.2,16.8,1.1,3,0.3,2,5.2,17.1,0.5,0.5,,0.5,0.673,0.558,1154,25,,,,,,,,
1999-00,Jerome Williams,6.1,10.9,6.1,10.8,0,0.1,4.2,6.8,6.6,12.2,18.8,1.6,2.3,0.5,2.5,4.7,16.4,0.564,0.567,0,0.564,0.616,0.593,2102,26,,,,,,,,
2002-03,Jerome Williams,6.1,12.2,6.1,12,0,0.1,3.6,6.4,5.3,9.5,14.8,2.2,2.6,0.6,2.2,4.5,15.7,0.499,0.503,0.167,0.5,0.555,0.525,2346,29,,,,,,,,
2004-05,Jerome Williams,5.3,10.6,5.3,10.4,0,0.2,5,7.5,5,7.3,12.4,1.8,2.4,0.4,2.8,6.8,15.7,0.502,0.513,0,0.502,0.669,0.563,1211,31,,,,,,,,
1993-94,Jayson Williams,7.2,16.8,7.2,16.8,0,0,4.1,6.8,6.2,8.8,15.1,1.5,1,2.1,2,8,18.4,0.427,0.427,,0.427,0.605,0.466,877,25,,,,,,,,
